id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email;lastOrderDate
491;Bianca Peixoto;185.706.923-40;M;1955-05-25;2;;False;;;2025-03-26T06:51:33;albuquerqueian;2025-03-26T06:51:33;albuquerqueian;558118295383;bianca59@yahoo.com.br;
492;Maria Eduarda Cavalcanti;657.048.139-84;M;2000-10-10;2;;False;;;2025-09-08T01:24:37;ana-laura45;2025-09-08T01:24:37;ana-laura45;8127555656;maria88@uol.com.br;
493;Brenda Pacheco;127.938.064-04;M;2004-12-13;1;IKET5755;True;2025-04-18T02:06:21;luan98;2024-02-28T18:30:22;vargasdante;2024-02-28T18:30:22;vargasdante;8464631606;brenda3@hotmail.com;2025-09-18T20:06:25
494;Maria Vitória Guerra;473.158.690-93;F;1996-09-07;1;;True;2024-10-22T09:47:25;fbarbosa;2024-08-21T21:40:16;ida-cunha;2024-08-21T21:40:16;ida-cunha;8443550981;maria38@bol.com.br;2025-11-26T12:44:00
495;Cauã Câmara;283.071.456-35;M;1995-06-24;2;BTCO7476;False;;;2025-04-07T08:12:43;anthony-gabriel82;2025-04-07T08:12:43;anthony-gabriel82;558132361543;cauã22@hotmail.com;2025-04-12T20:12:02
496;Nicolas Cardoso;283.560.914-89;O;1963-09-13;1;;True;2025-03-27T23:02:52;costaemanuel;2025-02-20T20:48:53;camaracecilia;2025-02-20T20:48:53;camaracecilia;3135281100;nicolas47@uol.com.br;2025-11-05T17:30:54
497;Sophia Carvalho;326.190.745-25;M;1975-06-27;1;;True;2025-04-08T23:45:39;camposalana;2025-03-06T02:37:08;fsantos;2025-03-06T02:37:08;fsantos;9006372438;sophia77@ig.com.br;2025-10-26T22:19:04
498;Luiza Cirino;120.748.936-04;M;1984-04-26;2;;True;2025-10-10T22:23:03;lcorreia;2025-07-30T03:59:01;fcastro;2025-07-30T03:59:01;fcastro;1106583539;luiza7@bol.com.br;
499;Ana da Conceição;64.082.197/0001-38;F;1976-11-24;1;;False;;;2024-01-02T23:04:50;maria-flor50;2024-01-02T23:04:50;maria-flor50;5505141582971;ana96@bol.com.br;2025-07-02T21:31:06
500;Sofia Costela;039.128.754-05;M;1995-08-26;2;;True;2025-09-08T05:40:47;joao28;2025-07-22T05:54:04;alexandre36;2025-07-22T05:54:04;alexandre36;5506112295816;sofia58@ig.com.br;
501;Ana Carolina Farias;582.340.796-38;M;1988-09-02;1;;True;2024-11-17T09:39:58;joao-guilhermecarvalho;2024-11-08T00:32:15;pjesus;2024-11-08T00:32:15;pjesus;5508435005079;ana39@hotmail.com;2025-09-11T15:47:02
502;Sra. Eloah Mendonça;916.587.243-64;F;1984-06-02;1;;False;;;2024-04-23T03:34:24;mnovaes;2024-04-23T03:34:24;mnovaes;1181332336;sra.99@yahoo.com.br;2025-10-01T17:52:09
503;Ana Liz Barbosa;896.210.457-11;M;2003-02-28;1;;True;2024-10-03T22:10:27;brunogarcia;2024-02-07T03:26:36;fernandacampos;2024-02-07T03:26:36;fernandacampos;553197191715;ana23@uol.com.br;2025-09-29T10:26:38
504;Natália Castro;712.594.360-80;M;1968-12-03;1;;False;;;2025-10-14T04:24:16;moreiraluiz-miguel;2025-10-14T04:24:16;moreiraluiz-miguel;5193185703;natália1@bol.com.br;2025-10-19T21:27:11
505;Raquel Barbosa;316.908.754-10;;2007-09-04;2;PSGP2306;False;;;2025-11-14T17:39:42;cauebarbosa;2025-11-14T17:39:42;cauebarbosa;552106452071;raquel81@gmail.com;
506;Juan Silveira;281.495.673-64;M;2001-11-24;1;;False;;;2025-11-05T01:38:43;igor20;2025-11-05T01:38:43;igor20;5501160683452;juan28@gmail.com;2025-11-16T19:02:18
507;Ana Vitória Teixeira;389.045.726-65;F;1963-04-29;2;;True;2025-08-28T02:36:54;marcelo68;2025-08-26T11:15:49;benicio00;2025-08-26T11:15:49;benicio00;7180301887;ana23@gmail.com;
508;Diego Moreira;105.479.328-04;M;1991-02-01;2;;True;2025-09-26T04:02:33;fernandesluisa;2025-09-02T07:45:18;rda-mota;2025-09-02T07:45:18;rda-mota;5503162945323;diego74@bol.com.br;
509;Daniel Camargo;914.827.305-88;M;1953-08-03;1;;False;;;2025-08-18T07:30:20;ana-vitoria37;2025-08-18T07:30:20;ana-vitoria37;558193830799;daniel72@uol.com.br;2025-10-16T23:46:18
510;Maria Júlia Andrade;34.829.056/0001-75;F;1985-04-15;1;;False;;;2024-01-12T05:09:17;gabrielacardoso;2024-01-12T05:09:17;gabrielacardoso;3172773086;maria92@yahoo.com.br;2025-07-29T21:04:44
511;Henrique Cavalcanti;073.289.561-86;F;1993-01-13;1;;False;;;2025-01-23T04:46:27;davi-lucasda-rosa;2025-01-23T04:46:27;davi-lucasda-rosa;552193344186;henrique27@ig.com.br;2025-11-03T20:02:32
512;Eloah Porto;701.583.264-07;M;1956-12-14;1;HDFF5646;False;;;2025-08-01T09:58:24;gustavo-henriquesales;2025-08-01T09:58:24;gustavo-henriquesales;555106488526;eloah99@yahoo.com.br;2025-10-19T11:24:28
513;Lorena Campos;49.578.162/0001-09;M;1994-06-01;1;;True;2025-10-08T03:23:28;aylanovais;2025-09-18T08:59:04;evelyn84;2025-09-18T08:59:04;evelyn84;5507170888116;lorena82@ig.com.br;2025-09-24T15:58:26
514;Sra. Bárbara Monteiro;78.901.564/0001-92;M;1998-09-27;1;ICRG5339;True;2025-09-07T17:43:38;zcastro;2024-05-11T12:32:25;caue26;2024-05-11T12:32:25;caue26;2174567548;sra.35@bol.com.br;2025-06-07T14:49:15
515;Clarice Gomes;436.219.750-80;M;1968-11-21;1;;True;2024-07-25T15:46:54;samuelcavalcante;2024-02-26T21:47:04;ana77;2024-02-26T21:47:04;ana77;6169299684;clarice79@ig.com.br;2025-08-28T20:12:10
516;Gabriela Câmara;369.751.420-25;M;1986-01-13;2;NIXO2556;False;;;2025-09-29T13:00:46;nnovais;2025-09-29T13:00:46;nnovais;1180591507;gabriela6@yahoo.com.br;
517;Caio da Cruz;74.096.381/0001-90;M;1955-01-09;2;LBPN8331;False;;;2024-08-26T08:52:07;mariana79;2024-08-26T08:52:07;mariana79;557126368499;caio37@gmail.com;2025-05-08T13:18:29
518;Sr. André Costela;305.219.847-50;M;1997-12-19;2;NPIU6653;False;;;2025-03-03T22:29:30;joanacamara;2025-03-03T22:29:30;joanacamara;556158665314;sr.89@hotmail.com;
519;Sr. Oliver Rodrigues;540.218.639-15;F;1987-07-13;1;;False;;;2025-05-21T13:16:08;cecilia13;2025-05-21T13:16:08;cecilia13;5503191815857;sr.18@hotmail.com;2025-09-25T12:29:11
520;Lavínia Macedo;286.741.305-26;F;1989-12-01;1;XQWX6095;True;2025-11-15T15:46:19;sara68;2025-01-08T11:07:50;psales;2025-01-08T11:07:50;psales;3145409566;lavínia80@uol.com.br;2025-10-25T13:38:50
521;Isadora Duarte;08.347.951/0001-43;M;1974-08-21;1;TXVN7758;True;2025-11-08T00:36:54;maria54;2025-09-19T10:10:57;tda-rocha;2025-09-19T10:10:57;tda-rocha;4187709357;isadora12@uol.com.br;2025-11-23T19:34:14
522;Eloah Carvalho;943.802.675-47;O;1977-03-14;1;EUSD5983;False;;;2025-02-22T17:08:31;pedro-henrique09;2025-02-22T17:08:31;pedro-henrique09;3000873735;eloah64@bol.com.br;2025-11-03T20:37:50
523;Sofia Pinto;490.276.318-40;M;1983-08-24;1;;True;2025-05-19T20:07:44;matteo87;2025-05-17T14:37:52;joao-gabrielcunha;2025-05-17T14:37:52;joao-gabrielcunha;8140866687;sofia22@ig.com.br;2025-07-24T19:52:30
524;Marina Moura;382.614.075-35;F;2007-08-25;1;SCHL7409;False;;;2024-05-19T01:23:53;da-rosajoao-guilherme;2024-05-19T01:23:53;da-rosajoao-guilherme;5002061038;marina78@gmail.com;2025-08-18T11:28:01
525;Vitor Jesus;37.268.914/0001-48;F;1951-05-05;1;;False;;;2024-12-03T02:36:35;antonella39;2024-12-03T02:36:35;antonella39;3197162379;vitor75@gmail.com;2025-10-20T21:38:52
526;Calebe Gomes;43.782.695/0001-13;F;2003-02-14;1;;True;2024-11-19T08:29:37;casa-grandeantony;2024-01-31T23:38:55;brayan03;2024-01-31T23:38:55;brayan03;3179715326;calebe73@yahoo.com.br;2025-10-23T17:26:55
527;Sr. Danilo Borges;487.319.062-22;F;2006-10-26;1;;True;2025-10-31T04:55:40;vitoriapimenta;2025-07-08T00:32:32;smoura;2025-07-08T00:32:32;smoura;2170311276;sr.69@hotmail.com;2025-10-13T13:57:53
528;Francisco Cavalcante;172.405.683-26;F;1995-03-20;2;;True;2025-04-17T05:33:17;tvasconcelos;2024-12-18T23:29:40;maria-laura89;2024-12-18T23:29:40;maria-laura89;558102764538;francisco98@gmail.com;2025-02-25T19:52:49
529;Mirella Barros;392.015.647-16;M;1955-10-16;1;;False;;;2025-07-03T10:16:29;ana-luiza51;2025-07-03T10:16:29;ana-luiza51;4155240806;mirella79@bol.com.br;2025-09-05T19:05:06
530;Srta. Maria Fernanda Vasconcelos;73.804.562/0001-61;M;1980-10-09;1;;True;2025-07-15T23:06:29;bnovais;2025-01-29T20:18:39;rcaldeira;2025-01-29T20:18:39;rcaldeira;7173388834;srta.64@uol.com.br;2025-08-29T11:39:48
531;Srta. Maria Fernanda Fonseca;190.573.864-10;O;1984-09-08;1;EXNE9993;False;;;2025-01-18T01:54:48;fonsecaemanuel;2025-01-18T01:54:48;fonsecaemanuel;6158664855;srta.18@uol.com.br;2025-09-28T11:47:30
532;Luiz Miguel Silveira;902.731.584-14;;1957-09-15;1;LSCH7373;True;2025-11-08T12:01:08;dabreu;2025-09-24T09:24:19;tsilva;2025-09-24T09:24:19;tsilva;5006800630;luiz11@gmail.com;2025-10-05T14:38:24
533;Dra. Sarah Vieira;15.847.269/0001-85;M;2000-03-04;2;;False;;;2025-08-18T09:06:10;slopes;2025-08-18T09:06:10;slopes;552168973869;dra.25@gmail.com;
534;Manuela Pastor;219.874.360-40;F;1958-07-03;1;;False;;;2025-09-30T04:59:49;calebecostela;2025-09-30T04:59:49;calebecostela;5501171514172;manuela52@uol.com.br;2025-11-10T09:39:04
535;João Pedro Moreira;294.168.570-76;;1988-09-07;1;;False;;;2024-10-05T06:01:38;antony76;2024-10-05T06:01:38;antony76;5508475375754;joão60@hotmail.com;2025-09-16T12:37:50
536;Arthur Gabriel das Neves;82.315.469/0001-84;M;1961-08-13;1;;False;;;2025-01-28T16:59:45;eduardofogaca;2025-01-28T16:59:45;eduardofogaca;554165101687;arthur79@yahoo.com.br;2025-09-24T22:08:15
537;Sr. Liam Gomes;902.865.714-20;F;1964-09-13;2;;True;2025-08-25T22:46:11;hfogaca;2024-11-27T02:42:48;biancabrito;2024-11-27T02:42:48;biancabrito;5137211689;sr.68@yahoo.com.br;2025-01-07T16:59:12
538;Mateus Viana;241.068.735-08;F;1980-03-07;1;;True;2025-09-25T17:28:02;beatrizpimenta;2025-09-21T17:04:44;heloisa24;2025-09-21T17:04:44;heloisa24;8008144609;mateus6@hotmail.com;2025-11-18T13:07:38
539;Alícia Câmara;67.298.350/0001-57;M;1999-10-14;1;;True;2025-01-24T08:52:54;beatrizsiqueira;2024-01-16T09:58:37;martinsdavi-luiz;2024-01-16T09:58:37;martinsdavi-luiz;5003314398;alícia30@hotmail.com;2025-09-12T20:28:36
540;José Pedro Viana;417.809.356-84;M;2007-08-15;1;;True;2025-01-04T10:06:48;evelynsa;2024-07-02T13:21:52;pimentalorenzo;2024-07-02T13:21:52;pimentalorenzo;4195542964;josé73@uol.com.br;2025-10-01T20:51:24
541;Emilly da Conceição;845.916.203-60;M;1976-02-10;2;;True;2025-08-11T21:24:53;hvasconcelos;2024-12-18T05:39:17;ogarcia;2024-12-18T05:39:17;ogarcia;7119766583;emilly70@ig.com.br;2025-05-25T19:37:19
542;Ian Martins;902.768.345-00;M;1990-04-10;1;;True;2025-09-07T16:19:09;caio92;2024-05-09T09:47:25;maria-fernanda08;2024-05-09T09:47:25;maria-fernanda08;5501177570177;ian63@ig.com.br;2025-06-25T08:51:04
543;Maitê Cavalcanti;941.685.327-55;F;1987-11-16;1;;True;2025-02-04T19:44:05;alanasilva;2024-04-18T05:40:48;ysousa;2024-04-18T05:40:48;ysousa;4113719110;maitê61@bol.com.br;2025-10-27T11:32:29
544;Luna Costela;527.391.684-46;F;2003-08-23;1;;True;2025-11-09T16:29:38;gaparecida;2024-07-16T21:01:39;nunescaue;2024-07-16T21:01:39;nunescaue;8143939156;luna35@yahoo.com.br;2025-11-01T15:00:08
545;Emanuella Rocha;153.924.870-41;M;1980-05-04;2;;False;;;2025-10-17T00:26:17;tmartins;2025-10-17T00:26:17;tmartins;554120555454;emanuella94@gmail.com;
546;Eduardo Teixeira;541.790.628-01;M;1976-08-02;1;TONR8860;False;;;2024-10-07T14:26:37;joao-vitornovaes;2024-10-07T14:26:37;joao-vitornovaes;7175564934;eduardo18@gmail.com;2025-08-04T23:21:30
547;Dra. Maysa Porto;32.754.961/0001-88;M;1987-01-09;2;;False;;;2025-07-26T01:23:58;fariasnatalia;2025-07-26T01:23:58;fariasnatalia;3005217407;dra.96@gmail.com;
548;Sra. Jade da Paz;890.267.153-40;M;1986-09-13;1;AUAD9540;True;2025-11-15T00:30:01;pachecoraquel;2025-02-16T07:06:02;kaiquepeixoto;2025-02-16T07:06:02;kaiquepeixoto;8471598392;sra.30@uol.com.br;2025-09-18T10:28:16
549;Carlos Eduardo Campos;948.206.157-85;F;1961-02-19;1;;False;;;2024-06-03T12:09:32;siqueiradaniel;2024-06-03T12:09:32;siqueiradaniel;3001519884;carlos55@yahoo.com.br;2025-10-17T22:04:44
550;Ester Cunha;617.329.054-52;M;1972-07-09;1;;True;2025-05-31T10:51:35;kda-mata;2025-05-25T13:55:03;catarina68;2025-05-25T13:55:03;catarina68;5001622343;ester11@hotmail.com;2025-08-14T21:17:38
551;Sr. Vinicius Melo;210.539.846-42;M;1959-07-17;1;UUQL5864;False;;;2025-01-06T02:30:46;apollonovais;2025-01-06T02:30:46;apollonovais;4168363809;sr.87@gmail.com;2025-07-08T14:25:59
552;Daniel da Rocha;073.192.586-68;M;1967-12-19;1;;False;;;2025-06-20T22:05:56;qmachado;2025-06-20T22:05:56;qmachado;1113797866;daniel27@hotmail.com;2025-10-19T20:55:36
553;Cauã Pastor;917.502.638-40;M;1999-05-01;2;;True;2024-12-28T06:30:34;henry-gabriel91;2024-02-18T03:22:28;jose-miguelda-costa;2024-02-18T03:22:28;jose-miguelda-costa;8406472169;cauã46@uol.com.br;2024-11-27T19:25:48
554;Manuela Brito;172.590.463-25;M;1990-02-18;2;;True;2025-10-13T00:02:56;borgesmatteo;2025-09-30T07:03:40;ana-luiza14;2025-09-30T07:03:40;ana-luiza14;3186868622;manuela62@yahoo.com.br;
555;Sr. Brayan Nogueira;512.369.087-59;F;1983-07-11;2;BDTZ4341;False;;;2025-11-04T11:28:43;oaragao;2025-11-04T11:28:43;oaragao;558189890723;sr.8@hotmail.com;
556;Luan Freitas;065.834.721-71;M;1963-12-16;2;;False;;;2024-10-28T13:58:25;bjesus;2024-10-28T13:58:25;bjesus;5508117420545;luan85@ig.com.br;2025-03-28T19:48:47
557;Kaique Duarte;129.835.046-89;M;2001-12-21;1;;True;2024-08-30T01:30:28;bazevedo;2024-05-26T03:06:38;ninarodrigues;2024-05-26T03:06:38;ninarodrigues;8125687185;kaique72@bol.com.br;2025-09-07T14:17:08
558;Dr. Rael Cavalcante;937.056.128-59;F;1966-05-14;1;;False;;;2025-01-28T22:16:10;da-motajoao;2025-01-28T22:16:10;da-motajoao;9000788933;dr.88@gmail.com;2025-09-14T20:32:45
559;Lavínia Cassiano;529.307.846-10;F;1964-04-04;1;;True;2025-08-09T12:06:36;sousabeatriz;2024-05-29T12:20:47;gcardoso;2024-05-29T12:20:47;gcardoso;5508499862902;lavínia95@gmail.com;2025-06-27T20:22:15
560;Luiza Cunha;921.054.678-49;F;1980-11-05;1;JXLZ3119;True;2025-09-10T09:24:17;lleao;2025-02-17T09:50:02;emillyalbuquerque;2025-02-17T09:50:02;emillyalbuquerque;5506130134633;luiza1@bol.com.br;2025-07-23T19:55:30
561;Evelyn Nogueira;583.962.410-15;M;1973-11-13;1;;True;2025-02-11T21:45:59;renansantos;2024-09-19T10:21:59;jose-pedro72;2024-09-19T10:21:59;jose-pedro72;554197122208;evelyn50@uol.com.br;2025-08-20T21:58:49
562;Dr. Benjamim Santos;257.109.438-60;;1951-11-22;1;;False;;;2025-09-02T11:57:52;souzaemanuel;2025-09-02T11:57:52;souzaemanuel;5507142415741;dr.55@uol.com.br;2025-10-19T13:42:28
563;Ana Laura Martins;430.589.761-00;M;1985-12-21;1;XVAK4464;True;2024-07-29T18:51:21;mayada-cunha;2024-07-17T17:19:14;msilveira;2024-07-17T17:19:14;msilveira;7100358236;ana42@hotmail.com;2025-10-31T14:09:54
564;Vinícius Dias;910.876.432-87;M;2006-04-20;1;;False;;;2025-03-21T12:37:13;bernardo78;2025-03-21T12:37:13;bernardo78;8450074286;vinícius48@gmail.com;2025-10-31T09:07:13
565;Sr. Josué Macedo;187.293.650-40;F;1964-03-13;1;;False;;;2025-02-16T11:26:33;upinto;2025-02-16T11:26:33;upinto;8002568249;sr.89@bol.com.br;2025-09-19T20:13:22
566;Carolina Costela;136.854.790-75;F;1983-01-18;1;;False;;;2025-03-21T07:01:06;sabrinada-cunha;2025-03-21T07:01:06;sabrinada-cunha;3007159425;carolina68@uol.com.br;2025-10-10T17:56:31
567;Sra. Larissa Alves;914.082.653-89;F;1951-07-22;1;;True;2025-09-08T01:20:12;machadomaria-flor;2025-04-08T20:46:54;renan25;2025-04-08T20:46:54;renan25;3001914292;sra.1@uol.com.br;2025-09-14T19:17:46
568;Rebeca Jesus;086.159.734-66;O;1977-03-14;2;UHGH5109;False;;;2025-07-24T21:38:17;xcastro;2025-07-24T21:38:17;xcastro;8184895784;rebeca71@yahoo.com.br;
569;Henrique Melo;83.450.179/0001-06;M;1989-09-16;2;MSZL0397;True;2025-10-13T11:56:16;pietrarios;2025-10-06T17:18:30;joaoaragao;2025-10-06T17:18:30;joaoaragao;3129882845;henrique37@ig.com.br;
570;Dom Ferreira;230.816.495-60;M;1980-07-07;1;FTUM2191;False;;;2024-04-05T23:06:19;nda-cruz;2024-04-05T23:06:19;nda-cruz;1195062950;dom33@yahoo.com.br;2025-10-31T09:08:50
571;Maria Cecília Abreu;04.698.531/0001-50;F;1957-02-22;2;RBCO1698;False;;;2024-08-20T05:54:31;fpinto;2024-08-20T05:54:31;fpinto;555184144144;maria39@bol.com.br;2025-03-28T13:05:08
572;Alexandre das Neves;471.528.069-85;O;1976-10-17;2;;True;2025-11-24T05:23:22;albuquerqueisabela;2025-10-09T23:25:27;silveiraalice;2025-10-09T23:25:27;silveiraalice;5505168698248;alexandre48@hotmail.com;
573;Nina Montenegro;357.892.016-95;M;1953-08-13;1;;True;2025-02-27T21:10:45;isabel40;2025-02-24T05:13:15;vitor-hugodas-neves;2025-02-24T05:13:15;vitor-hugodas-neves;1163797650;nina39@ig.com.br;2025-10-15T11:31:37
574;Davi Miguel Pastor;695.380.472-65;F;1951-04-18;1;BPDB7428;False;;;2025-10-09T03:55:14;antonyda-mota;2025-10-09T03:55:14;antonyda-mota;552148043532;davi27@ig.com.br;2025-11-27T11:32:13
575;Dr. Luiz Otávio Mendonça;895.614.702-76;F;2007-01-13;2;CMIU0935;True;2025-09-10T10:51:22;bsousa;2025-08-24T23:12:58;osampaio;2025-08-24T23:12:58;osampaio;3183348671;dr.41@yahoo.com.br;
576;Lorena Cirino;496.235.108-70;M;1956-02-22;2;;True;2025-01-05T20:39:19;ana-claramarques;2024-03-22T14:37:23;duartebenicio;2024-03-22T14:37:23;duartebenicio;552119623836;lorena20@uol.com.br;2025-05-03T09:37:44
577;Enzo Novais;915.273.864-73;M;1978-01-26;1;;False;;;2025-11-09T20:49:52;andre47;2025-11-09T20:49:52;andre47;8167564357;enzo27@yahoo.com.br;2025-11-13T20:42:18
578;Isaque Novaes;159.263.847-37;M;1996-01-12;1;OVRZ1987;False;;;2025-06-15T16:47:57;piresmaria-luiza;2025-06-15T16:47:57;piresmaria-luiza;5505171498727;isaque20@bol.com.br;2025-10-08T09:59:47
579;Maria Eduarda Brito;542.697.813-19;F;1994-10-05;2;;True;2025-11-18T15:07:59;vmonteiro;2025-11-09T00:22:15;auroradias;2025-11-09T00:22:15;auroradias;5505144234203;maria70@gmail.com;
580;Sara Moura;241.598.703-41;M;2001-09-18;1;XLMX6340;False;;;2025-03-02T21:46:04;andradevitor-gabriel;2025-03-02T21:46:04;andradevitor-gabriel;558412485955;sara47@ig.com.br;2025-08-22T13:29:46
581;Raul Alves;941.370.562-34;M;1997-06-30;2;;False;;;2025-10-10T03:10:59;luisadas-neves;2025-10-10T03:10:59;luisadas-neves;2149381599;raul83@bol.com.br;
582;Isabela Sales;09.564.718/0001-85;F;1990-12-13;1;;True;2025-05-25T00:33:43;rebeca24;2025-04-21T20:11:49;limaagatha;2025-04-21T20:11:49;limaagatha;5507117007737;isabela17@yahoo.com.br;2025-08-28T21:18:47
583;Sarah Barbosa;302.176.548-35;M;1999-02-20;1;GRTS9647;False;;;2024-08-08T02:39:58;vcasa-grande;2024-08-08T02:39:58;vcasa-grande;555134655472;sarah41@ig.com.br;2025-11-14T19:23:27
584;Danilo Porto;94.061.382/0001-07;M;1967-06-14;1;;True;2025-08-12T06:31:38;ncampos;2025-08-05T16:05:27;leonardo10;2025-08-05T16:05:27;leonardo10;556157330628;danilo91@gmail.com;2025-10-07T11:54:36
585;Maria Clara Viana;584.176.930-84;F;1964-04-18;1;YVFA8126;True;2025-08-15T14:14:34;dduarte;2025-06-07T12:05:38;dom42;2025-06-07T12:05:38;dom42;5503167904194;maria13@ig.com.br;2025-09-19T20:26:15
586;Clarice Machado;61.029.854/0001-95;F;1978-09-24;1;ETQK9092;False;;;2024-11-06T11:23:59;uduarte;2024-11-06T11:23:59;uduarte;5508174275811;clarice44@hotmail.com;2025-08-15T09:17:40
587;Maria Helena Viana;98.316.542/0001-72;F;1986-01-07;1;;False;;;2025-02-02T20:07:49;ana-luizanovaes;2025-02-02T20:07:49;ana-luizanovaes;2171738872;maria27@bol.com.br;2025-10-12T20:40:31
588;Bianca Farias;146.790.352-34;F;1998-07-17;1;;False;;;2024-09-01T17:45:53;siqueiraana-cecilia;2024-09-01T17:45:53;siqueiraana-cecilia;5178588481;bianca99@hotmail.com;2025-11-18T11:37:14
589;Carlos Eduardo Moreira;284.036.715-71;F;1993-05-23;2;;False;;;2024-05-04T21:40:09;iansales;2024-05-04T21:40:09;iansales;5508195433539;carlos30@gmail.com;2025-03-12T22:31:29
590;Natália Martins;627.953.014-07;M;1967-06-13;1;HWAC3940;True;2025-11-21T02:33:13;ana-liz07;2025-07-19T19:53:39;pimentayan;2025-07-19T19:53:39;pimentayan;5502199294267;natália39@yahoo.com.br;2025-11-06T23:19:01
591;Kamilly Cassiano;129.703.568-21;F;1973-09-28;2;;True;2025-06-20T08:10:40;augusto58;2024-05-27T17:31:21;vitor23;2024-05-27T17:31:21;vitor23;551150604877;kamilly67@yahoo.com.br;2025-03-22T14:52:38
592;Stella Caldeira;654.729.138-37;F;2004-06-29;1;;False;;;2024-04-25T20:21:33;anovaes;2024-04-25T20:21:33;anovaes;8400858010;stella46@yahoo.com.br;2025-08-27T13:17:06
593;Júlia Sales;145.689.732-28;M;1966-06-23;2;;True;2025-09-24T21:42:21;mathias40;2025-06-29T15:25:40;vmendes;2025-06-29T15:25:40;vmendes;5506184335666;júlia65@hotmail.com;
594;Luiz Otávio Campos;418.397.506-93;O;1959-05-14;1;;False;;;2025-03-13T14:47:52;ana-laura84;2025-03-13T14:47:52;ana-laura84;8178585526;luiz43@yahoo.com.br;2025-08-16T19:25:18
595;Leonardo Nogueira;073.518.429-14;M;1956-11-02;1;;False;;;2024-09-13T11:07:25;miguelda-conceicao;2024-09-13T11:07:25;miguelda-conceicao;7169953786;leonardo42@yahoo.com.br;2025-09-13T21:02:10
596;Eduardo Nascimento;625.438.791-37;F;1962-07-15;1;DWCX0990;True;2025-02-28T02:39:04;heitorpinto;2024-01-30T12:31:27;omonteiro;2024-01-30T12:31:27;omonteiro;8009994741;eduardo53@ig.com.br;2025-11-16T23:47:06
597;Dr. Rafael Rodrigues;308.674.152-07;F;1963-07-11;1;RADA9620;False;;;2025-07-28T03:05:29;lucas-gabrielda-cunha;2025-07-28T03:05:29;lucas-gabrielda-cunha;556122859866;dr.93@bol.com.br;2025-10-20T19:13:40
598;Sra. Liz Campos;863.417.920-69;M;1994-07-06;2;;True;2025-09-19T22:11:48;ccosta;2025-02-14T20:25:44;danilocassiano;2025-02-14T20:25:44;danilocassiano;8197126058;sra.61@hotmail.com;
599;Gael Silveira;094.238.157-23;F;1957-05-31;1;;True;2025-05-04T02:09:34;luiz-otavio19;2025-03-18T04:40:53;limaolivia;2025-03-18T04:40:53;limaolivia;1172665359;gael63@hotmail.com;2025-11-28T11:30:55
600;Srta. Laura Nunes;729.314.860-78;F;1964-05-19;2;HOXY7568;False;;;2025-07-13T20:01:44;ngarcia;2025-07-13T20:01:44;ngarcia;9003480873;srta.77@bol.com.br;
601;Eduarda Cavalcante;38.571.420/0001-09;M;1977-10-23;2;;False;;;2025-11-25T23:51:13;da-luzolivia;2025-11-25T23:51:13;da-luzolivia;5507139882947;eduarda64@yahoo.com.br;
602;Laura Sousa;836.190.247-31;F;1984-12-13;1;VAGJ2750;False;;;2025-09-10T11:53:55;castroluiz-fernando;2025-09-10T11:53:55;castroluiz-fernando;5508108678312;laura21@yahoo.com.br;2025-10-25T13:43:34
603;João Lucas Macedo;610.385.492-05;F;1983-09-22;2;;True;2025-11-16T03:02:49;lcardoso;2025-11-03T09:25:30;diegoramos;2025-11-03T09:25:30;diegoramos;4156469058;joão16@uol.com.br;
604;Henry Rocha;90.576.148/0001-61;F;1963-11-06;1;;False;;;2025-07-20T08:53:54;vargascaio;2025-07-20T08:53:54;vargascaio;3198595402;henry53@yahoo.com.br;2025-09-08T21:19:15
605;Isaque Viana;57.861.432/0001-04;F;1966-12-24;1;;True;2025-10-06T11:24:41;josue74;2025-09-13T23:28:56;teixeiramirella;2025-09-13T23:28:56;teixeiramirella;5505105735824;isaque48@hotmail.com;2025-11-20T11:06:37
606;Mathias da Rosa;618.743.259-28;F;1952-12-22;2;;False;;;2025-01-09T21:16:37;pereiralavinia;2025-01-09T21:16:37;pereiralavinia;551126720776;mathias42@hotmail.com;2025-04-07T11:23:29
607;Maria Alice Mendonça;290.536.718-03;M;1982-12-01;2;ILGM5419;False;;;2025-02-18T18:11:52;ana-clara60;2025-02-18T18:11:52;ana-clara60;5139724128;maria15@bol.com.br;
